method,dim,function,instance,repetition,eval,best_feasible
qLogEI,10,4,2,1,14,inf
qLogEI,10,4,2,1,15,inf
qLogEI,10,4,2,1,16,inf
qLogEI,10,4,2,1,17,inf
qLogEI,10,4,2,1,18,inf
qLogEI,10,4,2,1,19,inf
qLogEI,10,4,2,1,20,inf
qLogEI,10,4,2,1,21,inf
qLogEI,10,4,2,1,22,inf
qLogEI,10,4,2,1,23,inf
qLogEI,10,4,2,1,24,inf
qLogEI,10,4,2,1,25,inf
qLogEI,10,4,2,1,26,inf
qLogEI,10,4,2,1,27,inf
qLogEI,10,4,2,1,28,inf
qLogEI,10,4,2,1,29,inf
qLogEI,10,4,2,1,30,inf
qLogEI,10,4,2,1,31,inf
qLogEI,10,4,2,1,32,inf
qLogEI,10,4,2,1,33,inf
qLogEI,10,4,2,1,34,inf
qLogEI,10,4,2,1,35,inf
qLogEI,10,4,2,1,36,inf
qLogEI,10,4,2,1,37,inf
qLogEI,10,4,2,1,38,inf
qLogEI,10,4,2,1,39,inf
qLogEI,10,4,2,1,40,inf
qLogEI,10,4,2,1,41,inf
qLogEI,10,4,2,1,42,inf
qLogEI,10,4,2,1,43,inf
qLogEI,10,4,2,1,44,inf
qLogEI,10,4,2,1,45,inf
qLogEI,10,4,2,1,46,inf
qLogEI,10,4,2,1,47,inf
qLogEI,10,4,2,1,48,inf
qLogEI,10,4,2,1,49,inf
qLogEI,10,4,2,1,50,inf
qLogEI,10,4,2,1,51,inf
qLogEI,10,4,2,1,52,inf
qLogEI,10,4,2,1,53,inf
qLogEI,10,4,2,1,54,inf
qLogEI,10,4,2,1,55,inf
qLogEI,10,4,2,1,56,inf
qLogEI,10,4,2,1,57,inf
qLogEI,10,4,2,1,58,inf
qLogEI,10,4,2,1,59,inf
qLogEI,10,4,2,1,60,inf
qLogEI,10,4,2,1,61,inf
qLogEI,10,4,2,1,62,inf
qLogEI,10,4,2,1,63,inf
qLogEI,10,4,2,1,64,inf
qLogEI,10,4,2,1,65,inf
qLogEI,10,4,2,1,66,inf
qLogEI,10,4,2,1,67,inf
qLogEI,10,4,2,1,68,inf
qLogEI,10,4,2,1,69,inf
qLogEI,10,4,2,1,70,inf
qLogEI,10,4,2,1,71,inf
qLogEI,10,4,2,1,72,inf
qLogEI,10,4,2,1,73,inf
qLogEI,10,4,2,1,74,inf
qLogEI,10,4,2,1,75,inf
qLogEI,10,4,2,1,76,inf
qLogEI,10,4,2,1,77,inf
qLogEI,10,4,2,1,78,inf
qLogEI,10,4,2,1,79,inf
qLogEI,10,4,2,1,80,inf
qLogEI,10,4,2,1,81,inf
qLogEI,10,4,2,1,82,inf
qLogEI,10,4,2,1,83,inf
qLogEI,10,4,2,1,84,inf
qLogEI,10,4,2,1,85,inf
qLogEI,10,4,2,1,86,inf
qLogEI,10,4,2,1,87,inf
qLogEI,10,4,2,1,88,inf
qLogEI,10,4,2,1,89,inf
qLogEI,10,4,2,1,90,inf
qLogEI,10,4,2,1,91,inf
qLogEI,10,4,2,1,92,inf
qLogEI,10,4,2,1,93,inf
qLogEI,10,4,2,1,94,inf
qLogEI,10,4,2,1,95,inf
qLogEI,10,4,2,1,96,inf
qLogEI,10,4,2,1,97,inf
qLogEI,10,4,2,1,98,inf
qLogEI,10,4,2,1,99,inf
qLogEI,10,4,2,1,100,inf
RL,10,4,2,1,1,inf
RL,10,4,2,1,2,inf
RL,10,4,2,1,3,inf
RL,10,4,2,1,4,inf
RL,10,4,2,1,5,inf
RL,10,4,2,1,6,inf
RL,10,4,2,1,7,inf
RL,10,4,2,1,8,inf
RL,10,4,2,1,9,inf
RL,10,4,2,1,10,inf
RL,10,4,2,1,11,inf
RL,10,4,2,1,12,inf
RL,10,4,2,1,13,inf
RL,10,4,2,1,14,inf
RL,10,4,2,1,15,inf
RL,10,4,2,1,16,inf
RL,10,4,2,1,17,inf
RL,10,4,2,1,18,inf
RL,10,4,2,1,19,inf
RL,10,4,2,1,20,inf
RL,10,4,2,1,21,inf
RL,10,4,2,1,22,inf
RL,10,4,2,1,23,inf
RL,10,4,2,1,24,inf
RL,10,4,2,1,25,inf
RL,10,4,2,1,26,inf
RL,10,4,2,1,27,inf
RL,10,4,2,1,28,inf
RL,10,4,2,1,29,inf
RL,10,4,2,1,30,inf
RL,10,4,2,1,31,inf
RL,10,4,2,1,32,inf
RL,10,4,2,1,33,inf
RL,10,4,2,1,34,inf
RL,10,4,2,1,35,inf
RL,10,4,2,1,36,inf
RL,10,4,2,1,37,inf
RL,10,4,2,1,38,inf
RL,10,4,2,1,39,inf
RL,10,4,2,1,40,inf
RL,10,4,2,1,41,inf
RL,10,4,2,1,42,inf
RL,10,4,2,1,43,inf
RL,10,4,2,1,44,inf
RL,10,4,2,1,45,inf
RL,10,4,2,1,46,inf
RL,10,4,2,1,47,inf
RL,10,4,2,1,48,inf
RL,10,4,2,1,49,inf
RL,10,4,2,1,50,inf
RL,10,4,2,1,51,inf
RL,10,4,2,1,52,inf
RL,10,4,2,1,53,inf
RL,10,4,2,1,54,inf
RL,10,4,2,1,55,inf
RL,10,4,2,1,56,inf
RL,10,4,2,1,57,inf
RL,10,4,2,1,58,inf
RL,10,4,2,1,59,inf
RL,10,4,2,1,60,inf
RL,10,4,2,1,61,inf
RL,10,4,2,1,62,inf
RL,10,4,2,1,63,inf
RL,10,4,2,1,64,inf
RL,10,4,2,1,65,inf
RL,10,4,2,1,66,inf
RL,10,4,2,1,67,inf
RL,10,4,2,1,68,inf
RL,10,4,2,1,69,inf
RL,10,4,2,1,70,inf
RL,10,4,2,1,71,inf
RL,10,4,2,1,72,inf
RL,10,4,2,1,73,inf
RL,10,4,2,1,74,inf
RL,10,4,2,1,75,inf
RL,10,4,2,1,76,inf
RL,10,4,2,1,77,inf
RL,10,4,2,1,78,inf
RL,10,4,2,1,79,inf
RL,10,4,2,1,80,inf
RL,10,4,2,1,81,inf
RL,10,4,2,1,82,inf
RL,10,4,2,1,83,inf
RL,10,4,2,1,84,inf
RL,10,4,2,1,85,inf
RL,10,4,2,1,86,inf
RL,10,4,2,1,87,inf
RL,10,4,2,1,88,inf
RL,10,4,2,1,89,inf
RL,10,4,2,1,90,inf
RL,10,4,2,1,91,inf
RL,10,4,2,1,92,inf
RL,10,4,2,1,93,inf
RL,10,4,2,1,94,inf
RL,10,4,2,1,95,inf
RL,10,4,2,1,96,inf
RL,10,4,2,1,97,inf
RL,10,4,2,1,98,inf
RL,10,4,2,1,99,inf
RL,10,4,2,1,100,inf
Random,10,4,2,2,1,inf
Random,10,4,2,2,2,inf
Random,10,4,2,2,3,inf
Random,10,4,2,2,4,inf
Random,10,4,2,2,5,inf
Random,10,4,2,2,6,inf
Random,10,4,2,2,7,inf
Random,10,4,2,2,8,inf
Random,10,4,2,2,9,inf
Random,10,4,2,2,10,inf
Random,10,4,2,2,11,inf
Random,10,4,2,2,12,inf
Random,10,4,2,2,13,inf
Random,10,4,2,2,14,inf
Random,10,4,2,2,15,inf
Random,10,4,2,2,16,inf
Random,10,4,2,2,17,inf
Random,10,4,2,2,18,inf
Random,10,4,2,2,19,inf
Random,10,4,2,2,20,inf
Random,10,4,2,2,21,inf
Random,10,4,2,2,22,inf
Random,10,4,2,2,23,inf
Random,10,4,2,2,24,inf
Random,10,4,2,2,25,inf
Random,10,4,2,2,26,inf
Random,10,4,2,2,27,inf
Random,10,4,2,2,28,inf
Random,10,4,2,2,29,inf
Random,10,4,2,2,30,inf
Random,10,4,2,2,31,inf
Random,10,4,2,2,32,inf
Random,10,4,2,2,33,inf
Random,10,4,2,2,34,inf
Random,10,4,2,2,35,inf
Random,10,4,2,2,36,inf
Random,10,4,2,2,37,inf
Random,10,4,2,2,38,inf
Random,10,4,2,2,39,inf
Random,10,4,2,2,40,inf
Random,10,4,2,2,41,inf
Random,10,4,2,2,42,inf
Random,10,4,2,2,43,inf
Random,10,4,2,2,44,inf
Random,10,4,2,2,45,inf
Random,10,4,2,2,46,inf
Random,10,4,2,2,47,inf
Random,10,4,2,2,48,inf
Random,10,4,2,2,49,inf
Random,10,4,2,2,50,inf
Random,10,4,2,2,51,inf
Random,10,4,2,2,52,inf
Random,10,4,2,2,53,inf
Random,10,4,2,2,54,inf
Random,10,4,2,2,55,inf
Random,10,4,2,2,56,inf
Random,10,4,2,2,57,inf
Random,10,4,2,2,58,inf
Random,10,4,2,2,59,inf
Random,10,4,2,2,60,inf
Random,10,4,2,2,61,inf
Random,10,4,2,2,62,inf
Random,10,4,2,2,63,inf
Random,10,4,2,2,64,inf
Random,10,4,2,2,65,inf
Random,10,4,2,2,66,inf
Random,10,4,2,2,67,inf
Random,10,4,2,2,68,inf
Random,10,4,2,2,69,inf
Random,10,4,2,2,70,inf
Random,10,4,2,2,71,inf
Random,10,4,2,2,72,inf
Random,10,4,2,2,73,inf
Random,10,4,2,2,74,inf
Random,10,4,2,2,75,inf
Random,10,4,2,2,76,inf
Random,10,4,2,2,77,inf
Random,10,4,2,2,78,inf
Random,10,4,2,2,79,inf
Random,10,4,2,2,80,inf
Random,10,4,2,2,81,inf
Random,10,4,2,2,82,inf
Random,10,4,2,2,83,inf
Random,10,4,2,2,84,inf
Random,10,4,2,2,85,inf
Random,10,4,2,2,86,inf
Random,10,4,2,2,87,inf
Random,10,4,2,2,88,inf
Random,10,4,2,2,89,inf
Random,10,4,2,2,90,inf
Random,10,4,2,2,91,inf
Random,10,4,2,2,92,inf
Random,10,4,2,2,93,inf
Random,10,4,2,2,94,inf
Random,10,4,2,2,95,inf
Random,10,4,2,2,96,inf
Random,10,4,2,2,97,inf
Random,10,4,2,2,98,inf
Random,10,4,2,2,99,inf
Random,10,4,2,2,100,inf
qLogEI,10,4,2,2,1,inf
qLogEI,10,4,2,2,2,inf
qLogEI,10,4,2,2,3,inf
qLogEI,10,4,2,2,4,inf
qLogEI,10,4,2,2,5,inf
qLogEI,10,4,2,2,6,inf
qLogEI,10,4,2,2,7,inf
qLogEI,10,4,2,2,8,inf
qLogEI,10,4,2,2,9,inf
qLogEI,10,4,2,2,10,inf
qLogEI,10,4,2,2,11,inf
qLogEI,10,4,2,2,12,inf
qLogEI,10,4,2,2,13,inf
qLogEI,10,4,2,2,14,inf
qLogEI,10,4,2,2,15,inf
qLogEI,10,4,2,2,16,inf
qLogEI,10,4,2,2,17,inf
qLogEI,10,4,2,2,18,inf
qLogEI,10,4,2,2,19,inf
qLogEI,10,4,2,2,20,inf
qLogEI,10,4,2,2,21,inf
qLogEI,10,4,2,2,22,inf
qLogEI,10,4,2,2,23,inf
qLogEI,10,4,2,2,24,inf
qLogEI,10,4,2,2,25,inf
qLogEI,10,4,2,2,26,inf
qLogEI,10,4,2,2,27,inf
qLogEI,10,4,2,2,28,inf
qLogEI,10,4,2,2,29,inf
qLogEI,10,4,2,2,30,inf
qLogEI,10,4,2,2,31,inf
qLogEI,10,4,2,2,32,inf
qLogEI,10,4,2,2,33,inf
qLogEI,10,4,2,2,34,inf
qLogEI,10,4,2,2,35,inf
qLogEI,10,4,2,2,36,inf
qLogEI,10,4,2,2,37,inf
qLogEI,10,4,2,2,38,inf
qLogEI,10,4,2,2,39,inf
qLogEI,10,4,2,2,40,inf
qLogEI,10,4,2,2,41,inf
qLogEI,10,4,2,2,42,inf
qLogEI,10,4,2,2,43,inf
qLogEI,10,4,2,2,44,inf
qLogEI,10,4,2,2,45,inf
qLogEI,10,4,2,2,46,inf
qLogEI,10,4,2,2,47,inf
qLogEI,10,4,2,2,48,inf
qLogEI,10,4,2,2,49,inf
qLogEI,10,4,2,2,50,inf
qLogEI,10,4,2,2,51,inf
qLogEI,10,4,2,2,52,inf
qLogEI,10,4,2,2,53,inf
qLogEI,10,4,2,2,54,inf
qLogEI,10,4,2,2,55,inf
qLogEI,10,4,2,2,56,inf
qLogEI,10,4,2,2,57,inf
qLogEI,10,4,2,2,58,inf
qLogEI,10,4,2,2,59,inf
qLogEI,10,4,2,2,60,inf
qLogEI,10,4,2,2,61,inf
qLogEI,10,4,2,2,62,inf
qLogEI,10,4,2,2,63,inf
qLogEI,10,4,2,2,64,inf
qLogEI,10,4,2,2,65,inf
qLogEI,10,4,2,2,66,inf
qLogEI,10,4,2,2,67,inf
qLogEI,10,4,2,2,68,inf
qLogEI,10,4,2,2,69,inf
qLogEI,10,4,2,2,70,inf
qLogEI,10,4,2,2,71,inf
qLogEI,10,4,2,2,72,inf
qLogEI,10,4,2,2,73,inf
qLogEI,10,4,2,2,74,inf
qLogEI,10,4,2,2,75,inf
qLogEI,10,4,2,2,76,inf
qLogEI,10,4,2,2,77,inf
qLogEI,10,4,2,2,78,inf
qLogEI,10,4,2,2,79,inf
qLogEI,10,4,2,2,80,inf
qLogEI,10,4,2,2,81,inf
qLogEI,10,4,2,2,82,inf
qLogEI,10,4,2,2,83,inf
qLogEI,10,4,2,2,84,inf
qLogEI,10,4,2,2,85,inf
qLogEI,10,4,2,2,86,inf
qLogEI,10,4,2,2,87,inf
qLogEI,10,4,2,2,88,inf
qLogEI,10,4,2,2,89,inf
qLogEI,10,4,2,2,90,inf
qLogEI,10,4,2,2,91,inf
qLogEI,10,4,2,2,92,inf
qLogEI,10,4,2,2,93,inf
qLogEI,10,4,2,2,94,inf
qLogEI,10,4,2,2,95,inf
qLogEI,10,4,2,2,96,inf
qLogEI,10,4,2,2,97,inf
qLogEI,10,4,2,2,98,inf
qLogEI,10,4,2,2,99,inf
qLogEI,10,4,2,2,100,inf
RL,10,4,2,2,1,inf
RL,10,4,2,2,2,inf
RL,10,4,2,2,3,inf
RL,10,4,2,2,4,inf
RL,10,4,2,2,5,inf
RL,10,4,2,2,6,inf
RL,10,4,2,2,7,inf
RL,10,4,2,2,8,inf
RL,10,4,2,2,9,inf
RL,10,4,2,2,10,inf
RL,10,4,2,2,11,inf
RL,10,4,2,2,12,inf
RL,10,4,2,2,13,inf
RL,10,4,2,2,14,inf
RL,10,4,2,2,15,inf
RL,10,4,2,2,16,inf
RL,10,4,2,2,17,inf
RL,10,4,2,2,18,inf
RL,10,4,2,2,19,inf
RL,10,4,2,2,20,inf
RL,10,4,2,2,21,inf
RL,10,4,2,2,22,inf
RL,10,4,2,2,23,inf
RL,10,4,2,2,24,inf
RL,10,4,2,2,25,inf
RL,10,4,2,2,26,inf
RL,10,4,2,2,27,inf
RL,10,4,2,2,28,inf
RL,10,4,2,2,29,inf
RL,10,4,2,2,30,inf
RL,10,4,2,2,31,inf
RL,10,4,2,2,32,inf
RL,10,4,2,2,33,inf
RL,10,4,2,2,34,inf
RL,10,4,2,2,35,inf
RL,10,4,2,2,36,inf
RL,10,4,2,2,37,inf
RL,10,4,2,2,38,inf
RL,10,4,2,2,39,inf
RL,10,4,2,2,40,inf
RL,10,4,2,2,41,inf
RL,10,4,2,2,42,inf
RL,10,4,2,2,43,inf
RL,10,4,2,2,44,inf
RL,10,4,2,2,45,inf
RL,10,4,2,2,46,inf
RL,10,4,2,2,47,inf
RL,10,4,2,2,48,inf
RL,10,4,2,2,49,inf
RL,10,4,2,2,50,inf
RL,10,4,2,2,51,inf
RL,10,4,2,2,52,inf
RL,10,4,2,2,53,inf
RL,10,4,2,2,54,inf
RL,10,4,2,2,55,inf
RL,10,4,2,2,56,inf
RL,10,4,2,2,57,inf
RL,10,4,2,2,58,inf
RL,10,4,2,2,59,inf
RL,10,4,2,2,60,inf
RL,10,4,2,2,61,inf
RL,10,4,2,2,62,inf
RL,10,4,2,2,63,inf
RL,10,4,2,2,64,inf
RL,10,4,2,2,65,inf
RL,10,4,2,2,66,inf
RL,10,4,2,2,67,inf
RL,10,4,2,2,68,inf
RL,10,4,2,2,69,inf
RL,10,4,2,2,70,inf
RL,10,4,2,2,71,inf
RL,10,4,2,2,72,inf
RL,10,4,2,2,73,inf
RL,10,4,2,2,74,inf
RL,10,4,2,2,75,inf
RL,10,4,2,2,76,inf
RL,10,4,2,2,77,inf
RL,10,4,2,2,78,inf
RL,10,4,2,2,79,inf
RL,10,4,2,2,80,inf
RL,10,4,2,2,81,inf
RL,10,4,2,2,82,inf
RL,10,4,2,2,83,inf
RL,10,4,2,2,84,inf
RL,10,4,2,2,85,inf
RL,10,4,2,2,86,inf
RL,10,4,2,2,87,inf
RL,10,4,2,2,88,inf
RL,10,4,2,2,89,inf
RL,10,4,2,2,90,inf
RL,10,4,2,2,91,inf
RL,10,4,2,2,92,inf
RL,10,4,2,2,93,inf
RL,10,4,2,2,94,inf
RL,10,4,2,2,95,inf
RL,10,4,2,2,96,inf
RL,10,4,2,2,97,inf
RL,10,4,2,2,98,inf
RL,10,4,2,2,99,inf
RL,10,4,2,2,100,inf
Random,10,4,2,3,1,inf
Random,10,4,2,3,2,inf
Random,10,4,2,3,3,inf
Random,10,4,2,3,4,inf
Random,10,4,2,3,5,inf
Random,10,4,2,3,6,inf
Random,10,4,2,3,7,inf
Random,10,4,2,3,8,inf
Random,10,4,2,3,9,inf
Random,10,4,2,3,10,inf
Random,10,4,2,3,11,inf
Random,10,4,2,3,12,inf
Random,10,4,2,3,13,inf
Random,10,4,2,3,14,inf
Random,10,4,2,3,15,inf
Random,10,4,2,3,16,inf
Random,10,4,2,3,17,inf
Random,10,4,2,3,18,inf
Random,10,4,2,3,19,inf
Random,10,4,2,3,20,inf
Random,10,4,2,3,21,inf
Random,10,4,2,3,22,inf
Random,10,4,2,3,23,inf
Random,10,4,2,3,24,inf
Random,10,4,2,3,25,inf
Random,10,4,2,3,26,inf
Random,10,4,2,3,27,inf
Random,10,4,2,3,28,inf
Random,10,4,2,3,29,inf
Random,10,4,2,3,30,inf
Random,10,4,2,3,31,inf
Random,10,4,2,3,32,inf
Random,10,4,2,3,33,inf
Random,10,4,2,3,34,inf
Random,10,4,2,3,35,inf
Random,10,4,2,3,36,inf
Random,10,4,2,3,37,inf
Random,10,4,2,3,38,inf
Random,10,4,2,3,39,inf
Random,10,4,2,3,40,inf
Random,10,4,2,3,41,inf
Random,10,4,2,3,42,inf
Random,10,4,2,3,43,inf
Random,10,4,2,3,44,inf
Random,10,4,2,3,45,inf
Random,10,4,2,3,46,inf
Random,10,4,2,3,47,inf
Random,10,4,2,3,48,inf
Random,10,4,2,3,49,inf
Random,10,4,2,3,50,inf
Random,10,4,2,3,51,inf
Random,10,4,2,3,52,inf
Random,10,4,2,3,53,inf
Random,10,4,2,3,54,inf
Random,10,4,2,3,55,inf
Random,10,4,2,3,56,inf
Random,10,4,2,3,57,inf
Random,10,4,2,3,58,inf
Random,10,4,2,3,59,inf
Random,10,4,2,3,60,inf
Random,10,4,2,3,61,inf
Random,10,4,2,3,62,inf
Random,10,4,2,3,63,inf
Random,10,4,2,3,64,inf
Random,10,4,2,3,65,inf
Random,10,4,2,3,66,inf
Random,10,4,2,3,67,inf
Random,10,4,2,3,68,inf
Random,10,4,2,3,69,inf
Random,10,4,2,3,70,inf
Random,10,4,2,3,71,inf
Random,10,4,2,3,72,inf
Random,10,4,2,3,73,inf
Random,10,4,2,3,74,inf
Random,10,4,2,3,75,inf
Random,10,4,2,3,76,inf
Random,10,4,2,3,77,inf
Random,10,4,2,3,78,inf
Random,10,4,2,3,79,inf
Random,10,4,2,3,80,inf
Random,10,4,2,3,81,inf
Random,10,4,2,3,82,inf
Random,10,4,2,3,83,inf
Random,10,4,2,3,84,inf
Random,10,4,2,3,85,inf
Random,10,4,2,3,86,inf
Random,10,4,2,3,87,inf
Random,10,4,2,3,88,inf
Random,10,4,2,3,89,inf
Random,10,4,2,3,90,inf
Random,10,4,2,3,91,inf
Random,10,4,2,3,92,inf
Random,10,4,2,3,93,inf
Random,10,4,2,3,94,inf
Random,10,4,2,3,95,inf
Random,10,4,2,3,96,inf
Random,10,4,2,3,97,inf
Random,10,4,2,3,98,inf
Random,10,4,2,3,99,inf
Random,10,4,2,3,100,inf
qLogEI,10,4,2,3,1,inf
qLogEI,10,4,2,3,2,inf
qLogEI,10,4,2,3,3,inf
qLogEI,10,4,2,3,4,inf
qLogEI,10,4,2,3,5,inf
qLogEI,10,4,2,3,6,inf
qLogEI,10,4,2,3,7,inf
qLogEI,10,4,2,3,8,inf
qLogEI,10,4,2,3,9,inf
qLogEI,10,4,2,3,10,inf
qLogEI,10,4,2,3,11,inf
qLogEI,10,4,2,3,12,inf
qLogEI,10,4,2,3,13,inf
qLogEI,10,4,2,3,14,inf
qLogEI,10,4,2,3,15,inf
qLogEI,10,4,2,3,16,inf
qLogEI,10,4,2,3,17,inf
qLogEI,10,4,2,3,18,inf
qLogEI,10,4,2,3,19,inf
qLogEI,10,4,2,3,20,inf
qLogEI,10,4,2,3,21,inf
qLogEI,10,4,2,3,22,inf
qLogEI,10,4,2,3,23,inf
qLogEI,10,4,2,3,24,inf
qLogEI,10,4,2,3,25,inf
qLogEI,10,4,2,3,26,inf
qLogEI,10,4,2,3,27,inf
qLogEI,10,4,2,3,28,inf
qLogEI,10,4,2,3,29,inf
qLogEI,10,4,2,3,30,inf
qLogEI,10,4,2,3,31,inf
qLogEI,10,4,2,3,32,inf
qLogEI,10,4,2,3,33,inf
qLogEI,10,4,2,3,34,inf
qLogEI,10,4,2,3,35,inf
qLogEI,10,4,2,3,36,inf
qLogEI,10,4,2,3,37,inf
qLogEI,10,4,2,3,38,inf
qLogEI,10,4,2,3,39,inf
qLogEI,10,4,2,3,40,inf
qLogEI,10,4,2,3,41,inf
qLogEI,10,4,2,3,42,inf
qLogEI,10,4,2,3,43,inf
qLogEI,10,4,2,3,44,inf
qLogEI,10,4,2,3,45,inf
qLogEI,10,4,2,3,46,inf
qLogEI,10,4,2,3,47,inf
qLogEI,10,4,2,3,48,inf
qLogEI,10,4,2,3,49,inf
qLogEI,10,4,2,3,50,inf
qLogEI,10,4,2,3,51,inf
qLogEI,10,4,2,3,52,inf
qLogEI,10,4,2,3,53,inf
qLogEI,10,4,2,3,54,inf
qLogEI,10,4,2,3,55,inf
qLogEI,10,4,2,3,56,inf
qLogEI,10,4,2,3,57,inf
qLogEI,10,4,2,3,58,inf
qLogEI,10,4,2,3,59,inf
qLogEI,10,4,2,3,60,inf
qLogEI,10,4,2,3,61,inf
qLogEI,10,4,2,3,62,inf
qLogEI,10,4,2,3,63,inf
qLogEI,10,4,2,3,64,inf
qLogEI,10,4,2,3,65,inf
qLogEI,10,4,2,3,66,inf
qLogEI,10,4,2,3,67,inf
qLogEI,10,4,2,3,68,inf
qLogEI,10,4,2,3,69,inf
qLogEI,10,4,2,3,70,inf
qLogEI,10,4,2,3,71,inf
qLogEI,10,4,2,3,72,inf
qLogEI,10,4,2,3,73,inf
qLogEI,10,4,2,3,74,inf
qLogEI,10,4,2,3,75,inf
qLogEI,10,4,2,3,76,inf
qLogEI,10,4,2,3,77,inf
qLogEI,10,4,2,3,78,inf
qLogEI,10,4,2,3,79,inf
qLogEI,10,4,2,3,80,inf
qLogEI,10,4,2,3,81,inf
qLogEI,10,4,2,3,82,inf
qLogEI,10,4,2,3,83,inf
qLogEI,10,4,2,3,84,inf
qLogEI,10,4,2,3,85,inf
qLogEI,10,4,2,3,86,inf
qLogEI,10,4,2,3,87,inf
qLogEI,10,4,2,3,88,inf
qLogEI,10,4,2,3,89,inf
qLogEI,10,4,2,3,90,inf
qLogEI,10,4,2,3,91,inf
qLogEI,10,4,2,3,92,inf
qLogEI,10,4,2,3,93,inf
qLogEI,10,4,2,3,94,inf
qLogEI,10,4,2,3,95,inf
qLogEI,10,4,2,3,96,inf
qLogEI,10,4,2,3,97,inf
qLogEI,10,4,2,3,98,inf
qLogEI,10,4,2,3,99,inf
qLogEI,10,4,2,3,100,inf
RL,10,4,2,3,1,inf
RL,10,4,2,3,2,inf
RL,10,4,2,3,3,inf
RL,10,4,2,3,4,inf
RL,10,4,2,3,5,inf
RL,10,4,2,3,6,inf
RL,10,4,2,3,7,inf
RL,10,4,2,3,8,inf
RL,10,4,2,3,9,inf
RL,10,4,2,3,10,inf
RL,10,4,2,3,11,inf
RL,10,4,2,3,12,inf
RL,10,4,2,3,13,inf
RL,10,4,2,3,14,inf
RL,10,4,2,3,15,inf
RL,10,4,2,3,16,inf
RL,10,4,2,3,17,inf
RL,10,4,2,3,18,inf
RL,10,4,2,3,19,inf
RL,10,4,2,3,20,inf
RL,10,4,2,3,21,inf
RL,10,4,2,3,22,inf
RL,10,4,2,3,23,inf
RL,10,4,2,3,24,inf
RL,10,4,2,3,25,inf
RL,10,4,2,3,26,inf
RL,10,4,2,3,27,inf
RL,10,4,2,3,28,inf
RL,10,4,2,3,29,inf
RL,10,4,2,3,30,inf
RL,10,4,2,3,31,inf
RL,10,4,2,3,32,inf
RL,10,4,2,3,33,inf
RL,10,4,2,3,34,inf
RL,10,4,2,3,35,inf
RL,10,4,2,3,36,inf
RL,10,4,2,3,37,inf
RL,10,4,2,3,38,inf
RL,10,4,2,3,39,inf
RL,10,4,2,3,40,inf
RL,10,4,2,3,41,inf
RL,10,4,2,3,42,inf
RL,10,4,2,3,43,inf
RL,10,4,2,3,44,inf
RL,10,4,2,3,45,inf
RL,10,4,2,3,46,inf
RL,10,4,2,3,47,inf
RL,10,4,2,3,48,inf
RL,10,4,2,3,49,inf
RL,10,4,2,3,50,inf
RL,10,4,2,3,51,inf
RL,10,4,2,3,52,inf
RL,10,4,2,3,53,inf
RL,10,4,2,3,54,inf
RL,10,4,2,3,55,inf
RL,10,4,2,3,56,inf
RL,10,4,2,3,57,inf
RL,10,4,2,3,58,inf
RL,10,4,2,3,59,inf
RL,10,4,2,3,60,inf
RL,10,4,2,3,61,inf
RL,10,4,2,3,62,inf
RL,10,4,2,3,63,inf
RL,10,4,2,3,64,inf
RL,10,4,2,3,65,inf
RL,10,4,2,3,66,inf
RL,10,4,2,3,67,inf
RL,10,4,2,3,68,inf
RL,10,4,2,3,69,inf
RL,10,4,2,3,70,inf
RL,10,4,2,3,71,inf
RL,10,4,2,3,72,inf
RL,10,4,2,3,73,inf
RL,10,4,2,3,74,inf
RL,10,4,2,3,75,inf
RL,10,4,2,3,76,inf
RL,10,4,2,3,77,inf
RL,10,4,2,3,78,inf
RL,10,4,2,3,79,inf
RL,10,4,2,3,80,inf
RL,10,4,2,3,81,inf
RL,10,4,2,3,82,inf
RL,10,4,2,3,83,inf
RL,10,4,2,3,84,inf
RL,10,4,2,3,85,inf
RL,10,4,2,3,86,inf
RL,10,4,2,3,87,inf
RL,10,4,2,3,88,inf
RL,10,4,2,3,89,inf
RL,10,4,2,3,90,inf
RL,10,4,2,3,91,inf
RL,10,4,2,3,92,inf
RL,10,4,2,3,93,inf
RL,10,4,2,3,94,inf
RL,10,4,2,3,95,inf
RL,10,4,2,3,96,inf
RL,10,4,2,3,97,inf
RL,10,4,2,3,98,inf
RL,10,4,2,3,99,inf
RL,10,4,2,3,100,inf
Random,10,4,2,4,1,inf
Random,10,4,2,4,2,inf
Random,10,4,2,4,3,inf
Random,10,4,2,4,4,inf
Random,10,4,2,4,5,inf
Random,10,4,2,4,6,inf
Random,10,4,2,4,7,inf
Random,10,4,2,4,8,inf
Random,10,4,2,4,9,inf
Random,10,4,2,4,10,inf
Random,10,4,2,4,11,inf
Random,10,4,2,4,12,inf
Random,10,4,2,4,13,inf
Random,10,4,2,4,14,inf
Random,10,4,2,4,15,inf
Random,10,4,2,4,16,inf
Random,10,4,2,4,17,inf
Random,10,4,2,4,18,inf
Random,10,4,2,4,19,inf
Random,10,4,2,4,20,inf
Random,10,4,2,4,21,inf
Random,10,4,2,4,22,inf
Random,10,4,2,4,23,inf
Random,10,4,2,4,24,inf
Random,10,4,2,4,25,inf
Random,10,4,2,4,26,inf
Random,10,4,2,4,27,inf
Random,10,4,2,4,28,inf
Random,10,4,2,4,29,inf
Random,10,4,2,4,30,inf
Random,10,4,2,4,31,inf
Random,10,4,2,4,32,inf
